"","sample_name","cluster_id","cluster_label","cluster_color","class_label","class_color","class_id","species_label","species_color","species_id","org_cl.id","donor","roi","gender.x","age","species","roi_color","dissection_roi","cluster_label.int","seurat_clusters","batch","facs_container","sample_name.y","gender.y","cell_prep_type","facs_population_plan","total_reads","percent_reads_aligned_to_exons","percent_reads_aligned_to_rrna","percent_reads_aligned_to_trna","percent_reads_aligned_to_rrna_rmsk","percent_reads_aligned_to_trna_rmsk","percent_reads_aligned_to_ncrna","percent_reads_aligned_to_mt_exons","percent_reads_aligned_to_introns","percent_reads_aligned_to_intergenic","percent_reads_aligned_unique","percent_reads_aligned_to_ecoli","percent_reads_aligned_to_synthetic_constructs","percent_reads_aligned_total","complexity_cg","Genes.With.FPKM","Genes.Detected","Genes.With.CPM","Genes.Detected.CPM","old.cluster","old.class","donor_color","roi_ap","donor_roi","roi_ap_color","org_cl.lab"
"4530","LS-14670_S61_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"211621","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_150930_020","F2S4_150930_020_E01","M","Cells","RFP-positive",3294254,49.2858170620723,0.0915229973159325,0,0,0.00121423545361105,9.96863022705596,0.00239811502088181,28.7041314968427,4.71642859841113,84.0058781138309,0.0140490077571432,0.00179342576498351,92.6881776572177,0.32659683,11042,9575,12622,10748,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4531","LS-14670_S62_E1-50",16,"Low Quality","#414042","Low Quality","#000000",0,"Mouse","#FF73D0",3,NA,"211621","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","Low Quality_Mo",NA,"R8S4-151102","F2S4_150930_020","F2S4_150930_020_F01","M","Cells","RFP-positive",2879709,57.373852705256,0.116609004590394,0,0,3.47257309679554e-05,11.469596407137,0.000312531578711599,13.9713075175304,6.18710710661953,77.3821938258345,0.0447871642586109,0.00633640412972283,90.0750041063177,0.389095172,7706,6548,8927,7251,"Outlier","Outlier",NA,NA,NA,NA,"Low Quality"
"4532","LS-14670_S63_E1-50",11,"LP","#33D4E3","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"211621","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LP_Mo","1","R8S4-151102","F2S4_150930_020","F2S4_150930_020_G01","M","Cells","RFP-positive",2058472,58.3273418341372,0.0945847210940931,0,0,9.71594464243381e-05,11.4182267235114,0.000437217508909521,11.4071991263423,6.90244452299377,75.7925296044833,0.0398033104166586,0.00572171979992927,88.7869740273368,0.408167308,8590,7533,9785,8573,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LP"
"4533","LS-14670_S64_E1-50",16,"Low Quality","#414042","Low Quality","#000000",0,"Mouse","#FF73D0",3,NA,"211621","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","Low Quality_Mo",NA,"R8S4-151102","F2S4_150930_020","F2S4_150930_020_H01","M","Cells","RFP-positive",2412410,55.0767075248403,0.0804175078033999,0,0,8.29046472199999e-05,10.641018732305,0.00029016626527,5.63080073453517,9.29802038411149,66.3545168524422,0.0459689687905456,0.0042098979858316,80.2844872969354,0.472599954,7867,6749,9530,8196,"Outlier","Outlier",NA,NA,NA,NA,"Low Quality"
"4534","LS-14670_S65_E1-50",2,"Chrna2","#f283b5","GABA","#f02864",1,"Mouse","#FF73D0",3,NA,"211621","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","Chrna2_Mo","3","R8S4-151102","F2S4_150930_021","F2S4_150930_021_A01","M","Cells","RFP-positive",3099722,65.3698299395881,0.144206480452118,0,0,9.67828727866564e-05,13.6866144770402,0.000548436279124386,14.4331652967589,-0.0608830734713184,83.8225169870072,0.0165001893718211,0.00225923486041651,93.7366318656963,0.34460208,10386,8671,11588,9789,"LGN Inh Chrna6 Cnr1","GABAergic",NA,NA,NA,NA,"Chrna1"
"4535","LS-14670_S66_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"211621","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_150930_021","F2S4_150930_021_B01","M","Cells","RFP-positive",2783235,52.0483178747034,0.0893564503177058,0,0,0.000323364717675654,10.4328596040219,0.000682658848426381,27.1491986842649,3.14476898384853,84.6222112038689,0.0113644733556455,0.00161646429424752,92.7517439238871,0.328749365,11096,9743,12469,10677,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4536","LS-14670_S67_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"211621","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_150930_021","F2S4_150930_021_C01","M","Cells","RFP-positive",2613133,56.7470159383392,0.0863331487528572,0,3.82682396954154e-05,0,11.2120967436407,0.000306145917563323,20.2640661611942,4.01260834516718,82.3523333867813,0.017963111713028,0.00170102325446122,92.3107625980002,0.355604411,10337,9000,11855,10046,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4537","LS-14670_S68_E1-50",16,"Low Quality","#414042","Low Quality","#000000",0,"Mouse","#FF73D0",3,NA,"211621","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","Low Quality_Mo",NA,"R8S4-151102","F2S4_150930_021","F2S4_150930_021_D01","M","Cells","RFP-positive",1034336,54.0449138384432,0.133612288463323,0,0,9.66803823902484e-05,10.1528903567119,9.66803823902484e-05,15.7774649630294,7.85390910577044,76.479016489806,0.0360492141818519,0.00445213160907094,88.2285833616929,0.419218463,8252,7651,9251,9251,"Outlier","Outlier",NA,NA,NA,NA,"Low Quality"
"4538","LS-14670_S69_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"211621","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_150930_021","F2S4_150930_021_E01","M","Cells","RFP-positive",2606824,52.4213372287504,0.101004133765839,0,0,0,10.3075619988154,0.00172623851859581,25.8758167026236,4.56060138310851,83.826756236708,0.0112677342237144,0.00197289882247517,93.2084022550046,0.333378552,10725,9392,12066,10359,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4539","LS-14670_S70_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"211621","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_150930_021","F2S4_150930_021_F01","M","Cells","RFP-positive",2352783,48.6737620936567,0.097204034541222,0,0,4.25028572545789e-05,9.9533191118773,0.000127508571763737,31.7033487576202,3.44482989603699,86.0872422148579,0.0122990518037575,0.00204268731965506,93.8891516982229,0.304727563,10318,9155,11587,10375,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4540","LS-14670_S71_E1-50",16,"Low Quality","#414042","Low Quality","#000000",0,"Mouse","#FF73D0",3,NA,"211621","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","Low Quality_Mo",NA,"R8S4-151102","F2S4_150930_021","F2S4_150930_021_G01","M","Cells","RFP-positive",2407417,64.0879830955751,0.122787203047914,0,0,4.15382960243282e-05,12.9509345493531,0.000249229776145969,10.4400276312745,4.81102541326343,79.5171339240356,0.018084943323072,0.00210931467211538,92.478868430355,0.368407455,9797,8570,10703,9626,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"Low Quality"
"4541","LS-14670_S72_E1-50",16,"Low Quality","#414042","Low Quality","#000000",0,"Mouse","#FF73D0",3,NA,"211621","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","Low Quality_Mo",NA,"R8S4-151102","F2S4_150930_021","F2S4_150930_021_H01","M","Cells","RFP-positive",2039345,56.0462795652526,0.104445299838919,0,0,0,11.1367620485989,9.80707040741022e-05,9.54071037514496,8.02511532126173,70.7921415944825,0.0600751711946728,0.00907889542966001,85.7987245904935,0.419112521,7583,6656,9032,7717,"Outlier","Outlier",NA,NA,NA,NA,"Low Quality"
"4542","LS-14670_S73_E1-50",2,"Chrna2","#f283b5","GABA","#f02864",1,"Mouse","#FF73D0",3,NA,"212359","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","Chrna2_Mo","3","R8S4-151102","F2S4_151008_009","F2S4_151008_009_A01","M","Cells","RFP-positive",3314615,63.6487495531155,0.157031812141078,0,0,3.01694163575559e-05,13.4519091960906,0.000301694163575559,16.0864534795142,-1.07516975934778,83.7934722433827,0.0277522427189885,0.00471668655334028,92.9488341783284,0.344528413,9832,8147,11246,9436,"LGN Inh Chrna6 Pax7","GABAergic",NA,NA,NA,NA,"Chrna1"
"4543","LS-14670_S74_E1-50",8,"GABA5","#FF837F","GABA","#f02864",1,"Mouse","#FF73D0",3,NA,"212359","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","GABA5_Mo","5","R8S4-151102","F2S4_151008_009","F2S4_151008_009_B01","M","Cells","RFP-positive",2561990,68.1683378935905,0.150390907068334,0,0,0,14.3506805256851,0.0010538682820776,12.0844343654737,-0.965775103040678,84.0144184793852,0.0173474525661693,0.00333490763039668,94.0531383807119,0.34978645,10895,9130,11993,10271,"vLGN Inh Dlx5 Cbln2","GABAergic",NA,NA,NA,NA,"GABA1"
"4544","LS-14670_S75_E1-50",2,"Chrna2","#f283b5","GABA","#f02864",1,"Mouse","#FF73D0",3,NA,"212359","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","Chrna2_Mo","3","R8S4-151102","F2S4_151008_009","F2S4_151008_009_C01","M","Cells","RFP-positive",2601367,61.4920155441351,0.160146569092327,0,0,3.84413271945097e-05,12.6562688002116,0.000307530617556077,17.1352215969527,0.00794457127267778,82.9173661386494,0.0332878828708137,0.00616522005545546,92.3463701969003,0.346815679,9286,7833,10648,8897,"LGN Inh Chrna6 Pax7","GABAergic",NA,NA,NA,NA,"Chrna1"
"4545","LS-14670_S76_E1-50",13,"Oligo1","#436057","Non-Neuronal","#53776C",3,"Mouse","#FF73D0",3,NA,"212359","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","Oligo1_Mo",NA,"R8S4-151102","F2S4_151008_009","F2S4_151008_009_D01","M","Cells","RFP-positive",3015638,72.6645903785534,0.778840165828922,0,0,6.63209576215713e-05,14.6058313365198,0.000298444309297071,0.93787782220545,-1.50728545258469,75.0227315082248,0.0575775341735314,0.0165689648425972,90.4515727683495,0.405248784,4952,3929,5650,4157,"Oligo Opalin","Non-Neuronal",NA,NA,NA,NA,"Oligo1"
"4546","LS-14670_S77_E1-50",2,"Chrna2","#f283b5","GABA","#f02864",1,"Mouse","#FF73D0",3,NA,"212359","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","Chrna2_Mo","3","R8S4-151102","F2S4_151008_009","F2S4_151008_009_E01","M","Cells","RFP-positive",2659588,62.6576747977506,0.101519483468868,0,0,0.00383518048660168,13.6352322239384,0.00575277072990253,17.3250894499449,-1.09194195018254,84.2113515326434,0.0224218939174037,0.00487631918928797,93.2297032472699,0.337347194,10083,8591,11409,9669,"LGN Inh Chrna6 Pax7","GABAergic",NA,NA,NA,NA,"Chrna1"
"4547","LS-14670_S78_E1-50",9,"GABA6","#FFCDCC","GABA","#f02864",1,"Mouse","#FF73D0",3,NA,"212359","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","GABA6_Mo","5","R8S4-151102","F2S4_151008_009","F2S4_151008_009_F01","M","Cells","RFP-positive",2767316,71.546979094545,0.0937370361751242,0,0,0.000108408291644323,15.2405435447199,0.000758858041510258,8.52244557542399,-0.778393696507385,83.6886354865147,0.0109232194660819,0.00272466172999397,94.5611560082043,0.353503522,11833,9799,12824,11079,"vLGN Inh Shox2 Sox14","GABAergic",NA,NA,NA,NA,"GABA2"
"4548","LS-14670_S79_E1-50",2,"Chrna2","#f283b5","GABA","#f02864",1,"Mouse","#FF73D0",3,NA,"212359","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","Chrna2_Mo","3","R8S4-151102","F2S4_151008_009","F2S4_151008_009_G01","M","Cells","RFP-positive",2623902,60.1068180137825,0.100461069049073,0,0,0.000114333538371479,12.6918230940027,0.000724112409686032,18.9331003978045,0.0619633420886667,83.4040295712264,0.0282964074115573,0.00432104552685276,92.5276553773731,0.336859153,9857,8405,11247,9416,"LGN Inh Chrna6 Pax7","GABAergic",NA,NA,NA,NA,"Chrna1"
"4549","LS-14670_S80_E1-50",2,"Chrna2","#f283b5","GABA","#f02864",1,"Mouse","#FF73D0",3,NA,"212359","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","Chrna2_Mo","3","R8S4-151102","F2S4_151008_009","F2S4_151008_009_H01","M","Cells","RFP-positive",2624674,61.6624388400236,0.144284585438039,0,0,0.00529589579505874,12.9831742913596,0.0057149954622936,15.6529915715247,0.275006962334501,81.7840234634854,0.0324882252043492,0.00439025951413395,91.4755508684126,0.352171333,8908,7571,10364,8540,"LGN Inh Chrna6 Pax7","GABAergic",NA,NA,NA,NA,"Chrna1"
"4550","LS-14671_S17_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_005","F2S4_151014_005_A01","M","Cells","RFP-positive",2871826,59.5971691878268,0.10258281664697,0,0,0.000104463153408319,12.0133671051101,0.000278568409088851,19.9428168698243,2.08160430508968,84.4089788169617,0.0142853362285877,0.00382613709883538,93.950469144022,0.334214742,10434,8987,11553,9940,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4551","LS-14671_S18_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_005","F2S4_151014_005_B01","M","Cells","RFP-positive",2804561,61.9848168750831,0.0774096195447345,0,0,0,12.6907205797984,0.000178281021521728,19.34541627014,1.15758375225378,85.6845688148698,0.00753807815198172,0.00203561270373509,95.1998548079361,0.328591694,11649,9957,12686,11069,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4552","LS-14671_S19_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_005","F2S4_151014_005_C01","M","Cells","RFP-positive",2386826,51.3161830816323,0.0847569114799319,0,0,0,10.4798590261712,0.000209483221650845,28.0788796502133,3.61621118386027,85.1552647742232,0.0147073980256625,0.00364249425806489,93.7167183531602,0.316054536,9788,8735,11210,9965,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4553","LS-14671_S20_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_005","F2S4_151014_005_D01","M","Cells","RFP-positive",2756678,57.6735839296429,0.0921398872120719,0,0,7.255109229297e-05,11.7221525328675,0.00224908386108207,22.3204523705707,2.59135557955458,85.014317958064,0.00968847286480322,0.00212901180333721,94.2686450865861,0.322323554,11177,9613,12406,10636,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4554","LS-14671_S21_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_005","F2S4_151014_005_E01","M","Cells","RFP-positive",2424790,58.9643639242986,0.132135153972097,0,0,0,12.3520799739359,0.000206203423801649,21.821559805179,0.831805944101938,86.0072831049287,0.0114393411388203,0.00437811109415661,94.3549338293213,0.319436647,10575,9299,11732,10587,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4555","LS-14671_S22_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_005","F2S4_151014_005_F01","M","Cells","RFP-positive",2470422,54.8243174647894,0.0910775567898926,0,0,4.04789141288411e-05,11.1672013931223,0.000202394570644206,25.9237490598772,2.49586788913374,85.6878703314656,0.0128192673154627,0.00291002913672239,94.6196236918227,0.313499333,10225,9029,11488,10327,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4556","LS-14671_S23_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_005","F2S4_151014_005_G01","M","Cells","RFP-positive",2383248,62.2323820265453,0.121682678428766,0,0,0.000503514531429377,12.9258474149564,0.000797231341429847,18.0910673165361,0.793724034225896,84.6524155270454,0.0157444798023538,0.00366852295690587,94.3972679301525,0.336192389,9610,8248,10733,9560,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4557","LS-14671_S24_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_005","F2S4_151014_005_H01","M","Cells","RFP-positive",2784480,57.7323593633282,0.081056427052807,0,0,0.000107740044819859,12.1014695742113,0.00154427397575131,23.5204059644889,0.663773071698182,85.8376070217779,0.0132592081824973,0.00302569959202436,94.3323708555996,0.320245878,10252,8864,11489,9868,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4558","LS-14671_S25_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_006","F2S4_151014_006_A01","M","Cells","RFP-positive",2818117,54.0855471933919,0.10929283631588,0,0,0,10.9082057274414,0.000141938748462182,25.0329209184714,3.2504520124122,84.6700119264033,0.013113720970421,0.00366663271964933,93.5866395894847,0.32279027,10540,9195,11778,10131,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4559","LS-14671_S26_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_006","F2S4_151014_006_B01","M","Cells","RFP-positive",1901605,62.8350262015508,0.127734203475485,0,0,5.25871566387341e-05,12.8334222932733,0.000105174313277468,18.4516237599291,0.646658414126366,85.7464615416977,0.010262383618049,0.00296486389129183,94.9433767790892,0.323928478,10914,9222,11938,10605,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4560","LS-14671_S27_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_006","F2S4_151014_006_C01","M","Cells","RFP-positive",1972801,45.3473006147097,0.0869322349289158,0,0,5.06893498127789e-05,8.91483733027305,0.000152068049438337,34.7048688641176,4.20297054267286,86.0298631235487,0.0127159302940337,0.00266068397167276,93.3663861687013,0.307297107,10191,9200,11479,10394,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4561","LS-14671_S28_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_006","F2S4_151014_006_D01","M","Cells","RFP-positive",2358510,61.2760174856159,0.103158349975196,0,0,4.23996506268788e-05,12.4883082963396,0.000254397903761273,19.5652763821226,0.767962274652567,85.1780573328076,0.0119791732916121,0.00263344230043544,94.3007661616868,0.326717898,10416,9041,11491,10301,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4562","LS-14671_S29_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_006","F2S4_151014_006_E01","M","Cells","RFP-positive",2128300,61.0629140628671,0.105201334398346,0,0,4.69858572569657e-05,12.5921627590095,0.000986703002396279,20.286707700982,0.675651535301003,85.8844617770051,0.009811116853827,0.00217967391815064,94.7317107550627,0.322525095,10872,9480,11872,10721,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4563","LS-14671_S30_E1-50",16,"Low Quality","#414042","Low Quality","#000000",0,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","Low Quality_Mo",NA,"R8S4-151102","F2S4_151014_006","F2S4_151014_006_F01","M","Cells","RFP-positive",2733482,40.6419358166617,0.00292667008599288,0,3.6583376074911e-05,0,7.85218267396676,7.31667521498221e-05,30.6807946787285,4.97087192780945,75.9782577679312,0.091004440490188,0.017265890172315,87.081970907436,0.364106497,3615,2846,5256,4015,"Astro Gja1","Non-Neuronal",NA,NA,NA,NA,"Low Quality"
"4564","LS-14671_S31_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_006","F2S4_151014_006_G01","M","Cells","RFP-positive",1556967,57.4156035420147,0.101350895683724,0,0,0.000706501807681216,11.7340958414661,0.000770729244743145,23.1976014905904,1.92027800490597,85.9297595902803,0.0104709990642062,0.00283885271813725,94.4085520116997,0.314310848,10417,9364,11466,10391,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4565","LS-14671_S50_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","1","R8S4-151102","F2S4_151014_011","F2S4_151014_011_B01","M","Cells","RFP-positive",3407480,48.559375256788,0.0687017972225809,0,0,0,9.72610257433646,0.000264124807775834,29.5127190768544,4.22824088098135,84.2530550436099,0.0195901369927336,0.00494588376160682,92.5071607170108,0.319039621,10226,8903,11925,10080,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4566","LS-14671_S51_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_011","F2S4_151014_011_C01","M","Cells","RFP-positive",2294947,54.9165187692788,0.0889345156990554,0,0,4.35739910333441e-05,11.120823269557,0.000174295964133376,25.2615419876799,1.78774460497011,85.2143862145836,0.0169045298213859,0.00326935654723181,93.5160158382743,0.318191996,9880,8746,11221,9929,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4567","LS-14671_S52_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","1","R8S4-151102","F2S4_151014_011","F2S4_151014_011_D01","M","Cells","RFP-positive",2674464,53.9356671093722,0.0991600559962669,0,0,0.000112172009045551,10.8891725594362,0.000560860045227754,26.3129733658782,2.20497087331948,85.6371220551109,0.0113955543989375,0.00372074554004092,93.5742638524953,0.311014259,10821,9497,12114,10426,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4568","LS-14671_S53_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","1","R8S4-151102","F2S4_151014_011","F2S4_151014_011_E01","M","Cells","RFP-positive",3036815,54.9718043410613,0.111761829416675,0,0,0,11.3637149447694,0.00174524954598815,24.1610700684763,2.55733518138361,84.3263748367945,0.0157355650574698,0.00321586925775854,93.3964037980582,0.320061342,10675,9215,12095,10229,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4569","LS-14671_S54_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","1","R8S4-151102","F2S4_151014_011","F2S4_151014_011_F01","M","Cells","RFP-positive",2138887,42.934245708165,0.0918702110022643,0,0,0,8.58025692801911,0.00121558548908848,36.1092474731017,5.08600449537334,85.3409273140657,0.0175067687072763,0.00436441943870808,93.0616717947231,0.300737382,9741,8770,11080,9980,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4570","LS-14671_S55_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_011","F2S4_151014_011_G01","M","Cells","RFP-positive",2704248,64.0310725939337,0.134750954794087,0,0,3.69788569687396e-05,13.3447080297369,0.000295830855749916,16.191895122045,0.107463256120888,84.6342495214936,0.0159212468678908,0.00484127195434738,94.2216838100648,0.337554597,10164,8654,11202,9617,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4571","LS-14671_S56_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_011","F2S4_151014_011_H01","M","Cells","RFP-positive",2335152,49.0211772081646,0.0839345789910036,0,0,0,9.89019130232208,0.000171295059165313,29.9176670298122,3.69865491651206,84.8592725441427,0.01825234502936,0.00377234544046811,92.9252999376486,0.311498102,9869,8762,11135,9939,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
"4572","LS-14671_S57_E1-50",12,"LGd","#007B9D","Glut","#00ADEE",2,"Mouse","#FF73D0",3,NA,"213715","Mouse LGN - Shell","M",NA,NA,"#D066E0","dLGN - Shell","LGd_Mo","0","R8S4-151102","F2S4_151014_012","F2S4_151014_012_A01","M","Cells","RFP-positive",2662604,50.9502727405202,0.123713477482945,0,0,0,10.2214974513672,0.000375572184222663,28.998829717074,3.21900203489718,85.7899259521882,0.0130240922044735,0.00282017153132798,93.5987101348905,0.304456588,10644,9363,11892,10284,"LGN Exc Scn4b","Glutamatergic",NA,NA,NA,NA,"LGd"
